,Account,Post,Tag,Likes,Comments
334,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",41,[]
335,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",46,[]
336,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",51,[]
337,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",42,[]
338,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",52,[]
339,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",60,[]
340,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",75,[]
341,sandsarah2000,"ZOOM IN!!!!
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",58,"['', 'Kesal.. pas nyium batiba kamera menjauh ', 'Hwaaaaa potekkkkkk', '', 'The director dd not zoom in because is 18', 'If they adult the director will zoom in a kiss']"
342,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",56,['Chuu banget ya Allah...']
343,sandsarah2000,"Moment Of Kiss
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",37,"[""moment that we waiting for. even it is camera trick or not. i'm just love it"", 'Aahhh finally ', 'I love this moment']"
344,sandsarah2000,"Tonight At 9:55PM. 
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",66,"[""I That's Great "", '']"
345,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",48,[]
346,sandsarah2000,"OST Album
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",45,"['', 'i want to buy it ', '.......', 'Where can we buy this??', 'can I have it ']"
347,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",71,[]
348,sandsarah2000,Ep 14 Preview Will Be Live At 9:55PM Instead Kiss or Not Now. #kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",57,[]
349,sandsarah2000,"Thank You Romi
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",37,[]
350,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",37,[]
351,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",40,"['Noooo', 'Yeah so sad', 'this episode13  made me cry... a lot...  but even its hard they have the same goal and both love w/each other']"
352,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",31,[]
353,sandsarah2000,"Tonight At 9:30PM
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",128,['Her tutor']
354,sandsarah2000,"At Eighteen OST PART 6 'Floral Peach' By Minsoo. At 6PM.
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",69,[]
355,sandsarah2000,"https://www.aladin.co.kr/m/mproduct.aspx?itemid=206349838 Photo Essay (300 pages) release 27th September. Pre-Order 2nd to 26th September. 
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",62,[]
356,sandsarah2000,"That Hurt
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",87,"['where can I watch this', '']"
357,sandsarah2000,"Ep 13 Cuts.
#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone","['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",135,"['', ' WOW', 'the 1st picture.. i hope that smile is for subin ', ""I'm excited yet but kept feeling sad to their relationship... .,. I do really hope that when soo bin grades went well her mother could see that she can handle it even they have a relationship with Jun woo would be fine for them & Blessed them..Maybe the nxt episode will make me  "", '13 ... ...', 'Chico guapo muy buen actor', 'Ruamapasianaoamaoabaida']"
358,sandsarah2000,"Can you guys spot something? 
# #kimhyanggi #KimHyangGi # #OngSeongWu #ongseongwoo #ongniel # #AtEighteen #ateighteen #momentof18 #momentofeighteen  #hoteldeluna #yeojingoo #iu","['열여덟의순간', 'kimhyanggi', 'kimhyanggi', '김향기', 'ongseongwu', 'ongseongwoo', 'ongniel', '옹성우', 'ateighteen', 'ateighteen', 'momentof18', 'momentofeighteen', 'hoteldeluna', 'yeojingoo', 'iu']",80,"['', 'Aww the At 18 poster.', '18', '', 'Mmmm', 'the poster ']"
359,sandsarah2000,#kdramamovie_ #kdrama #momentofeighteen #momentof18 #18 #korean #korea #drama #schooldrama #ageofyouth #kimhyanggi #ongseongwu #shinseungho #kbsdrama #kbs #kpop @kimsmell1 @osw_onge #sweetrevenge #seoul #jtbc #tongtong @seungho__shin @jtbcdrama # #jtbcdrama #AtEighteen @booboo2injo @the_springhome #ateighteen #ongseongwuandkimhyanggi #romantic #kdramaromance #hoteldelluna #ongseongwoo #ongseongwoofanart #wannaone,"['kdramamovie_', 'kdrama', 'momentofeighteen', 'momentof18', '18', 'korean', 'korea', 'drama', 'schooldrama', 'ageofyouth', 'kimhyanggi', 'ongseongwu', 'shinseungho', 'kbsdrama', 'kbs', 'kpop', 'sweetrevenge', 'seoul', 'jtbc', 'tongtong', '열여덟의순간', 'jtbcdrama', 'ateighteen', 'ateighteen', 'ongseongwuandkimhyanggi', 'romantic', 'kdramaromance', 'hoteldelluna', 'ongseongwoo', 'ongseongwoofanart', 'wannaone']",61,[]
